Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed 
Luxeux Condo 3 1/2 a Louer Griffentown Montreal,$1650.00,315 Rue Richmond Montréal QC H3J 1S1 Canada,1,Unknown,Oui,Oui
Stunning 1 bedroom in front of St-Laurent river,$2300.00,859 Rue de la Commune E Montréal QC H2L 0A4 Canada,1,Unknown,Oui,Non
RENT 2 BR 19th CORNER CONDO / À LOUER 2 Ch 19e CONDO COIN,$2350.00,1050 Rue Drummond Montréal QC H3G 0B7 Canada,1,Unknown,Non,Non
Grand 4 ¼ à louer Ville Émard 8 min Metro Monk,$1800.00,1829 Rue Springland Montréal QC H4E 2E5 Canada,2,Unknown,Non,Limité
Studio full furnished BERRI-UQAM,$1250.00,1661 Rue Berri Montréal QC H2L 4E9 Canada,1,Unknown,Oui,Oui
Parking à louer,$140.00,De l'Église Montréal QC H4G 2P4 Canada,Unknown,Unknown,Unknown,Unknown
Appartement meublé - tout inclus - location temporaire,$1450.00,Avenue des Érables Montréal QC H2K 3V4 Canada,1,1,Oui,Non
3 1/2 - 5 1/2 apartments in villeray for dec,$Surdemande,Ave Christophe-Colomb Montreal QC H2P 1X3 Canada,1,Unknown,Non,Limité
SUPERBE CONDO 4 1/2 AU PLEIN COEUR DU CENTRE-VILLE.,$2400.00,555 Boulevard René-Lévesque E Montréal QC H2L 0C3 Canada,1,Unknown,Oui,Non
Amazing studio all included wood floors metro Guy or Atwater,$690.00,1451 Rue Chomedey H3H2A6 Montreal QC,1,Unknown,Oui,Non
Large Bachelor. W/D Gym Fort York/Bathr. Before Jan 1st $1775,$1775.00,169 Fort York Blvd Toronto ON M5V 0C8 Canada,1,Unknown,Non,Non
Beautiful Bright Room to Rent Next to Campus MIL/Métro Outremont,$695.00,Montreal QC H2V3G8 Canada,Unknown,Unknown,Oui,Unknown
Metro angrignon private room with private washroom for rent,$600.00,2525 Boul des Trinitaires Montréal QC H4E 2R6 Canada,Unknown,Unknown,Oui,Non
Luxury 3 1/2 Condo for Rent Griffentown Montreal,$1650.00,315 Rue Richmond Montréal QC H3J 1S1 Canada,1,Unknown,Oui,Oui
Condo de luxe/ luxury Condo au coeur de Griffintown!!,$1530.00,225 Rue de la Montagne Montréal QC H3C 3S2 Canada,1,Unknown,Non,Limité
1 et demi à louer à Québec secteur st-foy,$479.00,875 Avenue de Bourgogne Québec QC G1X 3E2 Canada,1,Unknown,Oui,Non
Beautifully Renovated 1 Bedroom in Côte Saint-Luc!,$1249.00,6950 Fielding Montreal QC H4V 1P7,1,Unknown,Non,Oui
LUXURIOUS FULLY FURBISHED 1 BED ROOM CONDO OLD PORT,$2750.00, H2L5C1 Montréal QC Canada,1,Unknown,Oui,Non
Spacious 4 ½ Available Near Westmount,$1700.00,2054 Claremont Avenue Montreal QC H3Z 2P8,1,Unknown,Non,Oui
APPARTEMENTS RÉNOVÉS À LOUER / RENOVATED APARTMENTS FOR RENT,$1625.00,3500 rue de la Montagne Montréal QC H3G 2A6,1,Unknown,Non,Non
Grand Penthouse à louer,$Surdemande,1550 av. Docteur-Penfield Montréal QC H3G 1C2,2,Unknown,Non,Not Available
6 1/2 flat near McGill,$2524.00, H2X2E8 Durocher QC,1,Unknown,Oui,Non
Chambre quartier Rosemont,$600.00, montreal h1y3e2 QC Canada,Unknown,Unknown,Oui,Non
Transfer lease 3.5,$975.00,3605 Rue Saint-Urbain Montréal QC H2X 2P1 Canada,Unknown,Unknown,Oui,Unknown
Recherché :Cherche maison a louer Gatineau 2000$,$2000.00,788 Rue Notre-Dame Ouest Montréal QC H3C 1J5 Canada,1,Unknown,Non,Non
3 1/2 à louer,$930.00, Anjou h1m1y4 QC Canada,1,Unknown,Non,Limité
Grand 5 1/2 calme à louer for rent à laval des rapides,$1400.00,65 Boulevard Clermont Laval QC H7N 2Z5 Canada,1,Unknown,Non,Limité
Appartement MEUBLÉ,$1300.00,Rue Jarry E Montréal QC H2P 1V9 Canada,1,Unknown,Oui,Non
Condo meublé Griffintown - 2 CAC 2 salles de bain 2 étages,$2350.00,328 Rue Eleanor Montréal QC H3C Canada,1,Unknown,Oui,Oui
4-1/2 1 ch $2350 meublé chauffé électricité internet 50Mbps,$2300.00,4851 Rue de Bullion Montréal QC H2T 1Z3 Canada,1,Unknown,Oui,Limité
4 1/2 proche du metro Saint Henri/ 2 bdrm near Saint Henri metro,$1550.00, H4C 2V3 Montreal QC,1,Unknown,Non,Limité
CH. MEUBLÉE- 7½ PARTAGÉ-PLATEAU-ÉTUDIANT/STAGIARE/PVT- JANVIER,$665.00, Montréal H2W 1K3 QC Canada,Unknown,Unknown,Oui,Non
3 1/2 proche du metro Saint Henri/ 1 bdrm near Saint Henri metro,$1200.00, H4C 2V3 Montreal QC,1,Unknown,Non,Limité
STUDENT HOUSING MTL: The comfort of home.,$700.00,3711 Rue Saint-Dominique Montréal QC H2X 2X8 Canada,Unknown,Unknown,Oui,Non
Chambre à louer - 1er décembre,$650.00, Montréal H1V 1X1 QC Canada,Unknown,Unknown,Oui,Unknown
Recherche d'un colocataire,$500.00,1225 Rue Ouimet Saint-Laurent QC H4L 3P8 Canada,Unknown,Unknown,Oui,Non
Recherché :Couple looking for an apartment/roommate for subletting.,$1000.00, Montreal H2V 4G7 QC Canada,Unknown,Unknown,Oui,Unknown
Mile- End room for rent,$750.00,290 Avenue Laurier O Montréal QC H2V 2K2 Canada,Unknown,Unknown,Oui,Non
Recherché :Recherche (sous) location a court terme/SEEKING 1-2 month rental,$1700.00,1280 Rue Sherbrooke Ouest Montréal QC H3G 1H5 Canada,1,Unknown,Oui,Unknown
BEAUTIFUL SPACIOUS 5 1/2 - Côte-de-neiges,$1650.00,5264 Rue Snowdon Montréal QC H3W 2G1 Canada,1,Unknown,Non,Limité
Beautifully Renovated 8-1/2 Du Parc & Mt-Royal,$1790.00,Montreal QC H2V4E4 Canada,2,Unknown,Non,Non
2 Bedroom Luxury Condo in Prestigious Building Downtown,$2400.00,Boulevard René-Lévesque O Montréal QC H3G 1T1 Canada,1,Unknown,Oui,Non
Lease take over December 1st 2019 in Griffintown,$1600.00,1705 Rue William Montréal QC H3J 1R3 Canada,1,Unknown,Non,Oui
***À 2 MIN. DU MÉTRO ATWATER CENTRE-VILLE***,$115.00,2105 Rue Tupper Montréal QC H3H 1N9 Canada,Unknown,Unknown,Oui,Non
Share a renovated 5 bedroom apt in the heart of the plateau,$700.00,4325 Rue Saint-Urbain Montréal QC H2W 1V6 Canada,Unknown,Unknown,Oui,Non
Beautifully Renovated 1 Bedroom in Côte Saint-Luc!,$1249.00,6950 Fielding Montreal QC H4V 1P7,1,Unknown,Non,Oui
Copropriété-Sublet studio appt,$599.00, H1G3G8 Anjou QC Canada,1,Unknown,Oui,Non
renovated downtown one bedroom apartment near McGill Campus,$1695.00,3468 Drummond Street Montreal QC H3G 1Y4,1,Unknown,Non,Limité
fully renovated 2 bedroom 2 bathroom apartment on Drummond,$2200.00,3435 Drummond Montreal QC H3G 1X8,2,Unknown,Non,Limité
downtown renovated 2 bedroom 2 bathroom apartment on Drummond,$2645.00,3435 Drummond Montreal QC H3G 1X8,1,Unknown,Non,Limité
URGENT : Cession de bail appartement résidence étudiante,$Surdemande,777 Boulevard Robert Bourrassa H3C 3Z7 Montreal QC,1,Unknown,Oui,Non
3BR-5 1/2 ALL INCLUDED FOR DEC. 1ST (CDN),$1695.00,5580 Rue Legare H3T 1Z7 Montreal QC,1,Unknown,Non,Non
3 1/2 Semi-meublé tout inclus Metro Papineau (Cession de Bail),$1160.00,1825 Ste-Rose Street Montreal H2K4M1 QC,1,Unknown,Non,Oui
STUDIO À LOUER (cession de bail) Mont-Royal,$1180.00,4428 Rue Saint-Christophe Montréal QC H2J 2Z1 Canada,1,Unknown,Oui,Non
7 1/2 à louer metro Frontenac Mtl,$2475.00,2580 rue Sheppard Montréal H2K3L2 QC,1,Unknown,Non,Limité
Room For Rent | Mile End | Dec 1st,$581.00,Av du Parc Montréal QC H2V 4G5 Canada,Unknown,Unknown,Unknown,Unknown
Votre Oasis du Plateau Mont-Royal Métro Laurier,$1295.00,5252 Rue St-Hubert Montréal QC H2J 3Z6 Canada,1,Unknown,Oui,Non
Recherché :Looking for Monkland Apartment 800 or less,$800.00, Monkland Village H4A 1K2 QC Canada,1,Unknown,Non,Limité
ROOM FOR RENT IN A 4 1/2 from January to July 2020,$595.00,H3W1W8 Canada,Unknown,Unknown,Oui,Non
Recherché :Recherche espace bureau/Looking for office space 150-200sqft,$Surdemande, H2X1Z8 Montreal QC,Unknown,Unknown,Non,Unknown
3 1/2 tout inclus Metro Lasalle Verdun,$885.00,3850 Rue Allen Verdun QC H4G 3C8 Canada,1,Unknown,Non,Limité
PLATEAU_ ❤️ 3 1/2 très lumineux avec 5 électros,$1285.00,4651 Rue de Bordeaux Montréal QC H2H 1Z9 Canada,1,Unknown,Non,Non
Car parking out door,$50.00,H4R 1H7 Canada,Unknown,Unknown,Unknown,Unknown
Studio-MEUBLÉ-LAURIER,$750.00,5240 Rue Berri Montréal QC H2J 1B9 Canada,1,Unknown,Oui,Limité
parking for rent. AHUNSTIC,$45.00,10250 Rue Paul - Comtois Montréal QC H4N 2Y5 Canada,Unknown,Unknown,Unknown,Unknown
Recherché :Collocation,$350.00,H8N1T7 Canada,Unknown,Unknown,Oui,Oui
CENTRE-VILLE-DOWNTOWN-METRO GUY-CONCORDIA * * BEAUX 3 1/2 * *,$Surdemande,3455 Côte-des-Neiges Montreal QC H3H 1T6,1,Unknown,Non,Non
Le Président Centre Ville LOFT,$1350.00,Des superbes appartements ! Montreal QC H3V 1C8,1,Unknown,Non,Oui
Rosemont Petite Patrie 4 1/2 neuf avec terrasse et internet,$2495.00,2107 rue Beaubien montréal QC H2G 1M5,1,Unknown,Non,Limité
GRANDE CHAMBRE ENSOLEILLE,$595.00,4102 Rue Saint-Dominique Montréal QC H2W 2A8 Canada,Unknown,Unknown,Oui,Oui
Downtown Centre Ville studio bachelor 21/2 DECEMBER,$1095.00,1530 DR PENFIELD Montreal QC H3G 1C1,1,Unknown,Non,Non
Recherché :Collocation,$350.00,H8N1T7 Canada,Unknown,Unknown,Oui,Oui
Exclusive Room for rent in 6 1/2 Outremont Laurier,$900.00,Avenue Laurier O Outremont QC H2V 2L5 Canada,Unknown,Unknown,Oui,Oui
Appartement 5 1/2 a louer a Montreal.,$1200.00,10236 Avenue Plaza Montréal-Nord QC H1H 4L8 Canada,1,Unknown,Non,Non
5 1/2 2 CAC RDC collège Stanislas métro Outremont,$1800.00,outremont Canada,1,Unknown,Non,Limité
Superbe espace à louer 1000pi.ca / Sud-ouest / Montréal,$1950.00,1001 Rue Lenoir Montréal QC H4C 2Z6 Canada,Unknown,Unknown,Non,Unknown
3 1/2 apartment in downtown from 1st December 2019,$325.00,1411 Rue du Fort Montréal QC H3H 2N7 Canada,Unknown,Unknown,Non,Oui
3 bedrooms available for sublet in 4 bedroom apartment,$550.00, montreal h2w 1x3 QC Canada,Unknown,Unknown,Oui,Unknown
4 1/2 Saint-Henri - Sécuritaire et bien localisé/Canal Lachine,$1999.00,3655 Rue des Lacquiers Montréal QC H4C 3P4 Canada,1,Unknown,Oui,Limité
3.5 Pièces a louer Lasalle pour personne seule. 2 ieme étage,$875.00,559 Crois de la Louisiane LaSalle QC H8P Canada,1,Unknown,Non,Non
Août 2020*Grand meublé 2 ch 1000 pi2/100 m2 all incl furnished,$1850.00,H1X2M2 Canada,1,Unknown,Oui,Non
Spacious and bright room for rent,$670.00,5275 Avenue Randall Montréal QC H4V 2V4 Canada,Unknown,Unknown,Oui,Oui
Espace commercial à louer au coeur du Village,$3800.00,1321 Rue Ste-Catherine E. Ville-Marie (Montréal) Montreal QC H2K 3R9,Unknown,Unknown,Oui,Unknown
Recherché :Femme 30 ans recherche colocation ou studio calme et propre,$600.00, Montréal H2S 3S3 QC Canada,Unknown,Unknown,Oui,Oui
Rez de chaussée commercial 700pi2 St-Henri à 2 pas du métro,$1500.00,H4C1H7 Canada,Unknown,Unknown,Non,Unknown
Furnished Corner Condo Griffintown - 2 bdrm 2 bath 2 floors,$2350.00,328 Rue Eleanor Montréal QC H3C Canada,1,Unknown,Oui,Oui
4- St-Leonard Beau 4 1/2 $900.00 **Logement Libre**,$900.00,rue D'Avila montreal QC H1T 1J3,1,Unknown,Non,Non
Condo neuf à louer Saint-Léonard,$Surdemande,9430 Boul. Lacordaire St-Léonard QC H1R 3N3,1,Unknown,Non,Non
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
CHAMBRE POUR ÉTUDIANTE LIBRE 438-835-6000,$580.00,montreal Canada,Unknown,Unknown,Oui,Oui
Joli condo - tout inclus - Métro Préfontaine,$1150.00,3100 Rue Rachel E Montréal QC H1W 1A1 Canada,1,Unknown,Oui,Oui
Luxurious condo “penthouse”,$1595.00,1610 Cartier J4k4e1 Longueuil QC,2,Unknown,Non,Non
CENTRE-VILLE-PLATEAU-METRO PLACE DES ARTS ** STUDIO 1 1/2 **,$Surdemande,3475 Saint-Urbain Montreal QC H2X 2N4,1,Unknown,Non,Oui
Condo Appartements à louer-1 ch- Marche Atwater-Canal Lachine,$1750.00,5180 Rue Philippe-Lalonde Montréal QC H4C 0B2,1,Unknown,Non,Non
4 1/2 SAINT LAURENT 2155 BILLERON (ALEXIS NIHON),$925.00,2155 BILLERON SAINT LAURENT QC H4R 1L5,1,Unknown,Non,Non
GRAND 4 1/2 au 11e étage au Sanctuaire Outremont $2800/mois,$2800.00,6000 Chemin Deacon Montréal QC H3S 2T9 Canada,2,Unknown,Non,Non
4 1/2 Saint-Henri - Sécuritaire et bien localisé/Canal Lachine,$1999.00,3655 Rue des Lacquiers Montréal QC H4C 3P4 Canada,1,Unknown,Oui,Non
Stationnement Intérieur Vieux Montréal Notre-Dame,$195.00,Rue Berri & Rue Notre-Dame Est Montréal QC H2Y Canada,Unknown,Unknown,Unknown,Unknown
CDN one-bedroom condo near HEC UoM Polytechnique,$1275.00,5200 Avenue Gatineau Montréal QC H3T 1W9 Canada,1,Unknown,Non,Non
Grand 3 1/2 - Meublé et rénové 1 chambre Rosemont Petite-Patrie,$1390.00,5750 Avenue de Lorimier Montréal QC H2G 2N6 Canada,1,Unknown,Unknown,Non
Grand 4 1/2 2 chambres Meublé rénové - Rosemont Petite-Patrie,$1690.00,5750 Avenue de Lorimier Montréal QC H2G 2N6 Canada,1,Unknown,Unknown,Non
Condo à louer Ville-Marie (Montréal),$2000.00,1284 Sherbrooke Est Montreal QC H2L 1M1,1,1,Oui,Non
Chambre à louer dans une maison proche des transports en commun,$Surdemande, Montréal H1R 5B2 QC Canada,Unknown,Unknown,Oui,Non
Recherché :cherche stationnement hochelaga,$Surdemande,2555 Rue Davidson Montréal QC H1W 2Z3 Canada,Unknown,Unknown,Unknown,Unknown
3 1/2 with garage indoor Ville Saint Laurent,$836.00,Saint-Laurent QC H4N 1Z1 Canada,1,Unknown,Non,Non
sublet a room,$480.00,5225 Rue Sherbrooke Ouest Montréal QC H4A 1T8 Canada,Unknown,Unknown,Oui,Non
Appartement à louer pour 3 mois. ( janvier à mars ),$1400.00,2381 Avenue Jeanne-d'Arc Montréal QC H1W 3V8 Canada,1,Unknown,Oui,Non
Petite-Patrie grand 7 1/2 apartment for rent,$1850.00,244 Rue Jean-Talon O Montréal QC H2R 2X5 Canada,1,Unknown,Non,Non
Luxary apartment in the heart of Griffiintown,$1530.00,400 Rue Richmond Montréal QC H3J 1V1 Canada,1,Unknown,Non,Oui
Bas duplex - 9 pc 4 Ch + 2.5 SdB + Stationnements - Outremont,$3500.00,1818 Avenue du Manoir Outremont QC H2V 1B7 Canada,2,Unknown,Non,Limité
Metro Concordia Bright Fully-Furnished-2bdr with Gym & Pool,$1880.00,1190 Rue Mackay Montréal QC H3G 2H4 Canada,1,Unknown,Oui,Limité
Recherché :2 ou 3 et demie,$615.00,Rue Joliette Montréal QC H1W 3E3 Canada,1,Unknown,Non,Non
Recherché :2 ou 3 et demie,$615.00,Rue Joliette Montréal QC H1W 3E3 Canada,1,Unknown,Non,Non
Condo loué tout meublé avec terrasse,$2500.00,1265 St-André #301 Montréal QC H2L 3T1,1,1,Oui,Non
4½ appartement apartment Pierrefonds,$945.00,9820 Boul. Gouin Ouest Montreal QC H8Y 3G7,1,Unknown,Non,Limité
3½ appartement -apartment Pierrefonds,$815.00,9820 Boul. Gouin Ouest Montreal QC H8Y 3G7,1,Unknown,Non,Limité
Maison meublé à louer temporaire,$3200.00,montreal Canada,2,Unknown,Oui,Non
GRAND 4 1/2 au 11e étage au Sanctuaire Outremont $2800/mois,$2800.00,6000 Chemin Deacon Montréal QC H3S 2T9 Canada,2,Unknown,Non,Non
downtown Centre Ville McGill condo 31/2 one bedroom,$1550.00,1724 cedar montreal QC H3G 1A4,1,Unknown,Non,Non
3 1/2 3.5 SAPHIR II Saint Laurent Piscine Gym cour arrière,$1095.00,135 PLACE COTE VERTU Saint Laurent QC H4N 1G4,1,Unknown,Non,Non
Rénové 3 ½ au cœur de Villeray! Disponible Maintenant,$1099.00,1121 Rue Mistral Montreal QC H2P 2X6,1,Unknown,Non,Oui
2½ appartement apartment Pierrefonds,$765.00,9820 Boul. Gouin Ouest Montreal QC H8Y 3G7,1,Unknown,Non,Limité
4½ appartement-apartment Notre-Dame-de-Grâce Montréal Ouest,$1200.00,6550 Sherbrooke Ouest Montréal QC H4B 1N6,1,Unknown,Non,Limité
3½ Appartement-apartment Notre-Dame-de-Grâce Montréal-Ouest,$975.00,6550 Sherbrooke Ouest Montréal QC H4B 1N6,1,Unknown,Non,Limité
3 ½ Appartement apartment Montréal-Ouest,$875.00,7400 rue Sherbrooke ouest Montréal QC H4B 1R8,1,Unknown,Non,Limité
Grand logement 3 1/2 à Montréal,$1050.00,H4J1S7 Canada,1,Unknown,Non,Limité
Magnifique 8 1/2 à louer entièrement rénové! À qui la chance?,$1450.00,Rue Du Quesne Montréal QC H1N 2W1 Canada,2,Unknown,Non,Non
Grande chambre à louer dans la petite patrie!,$550.00,6655 Rue De Lanaudière Montréal QC H2G 3B1 Canada,Unknown,Unknown,Oui,Unknown
Plateau Sud Cachet ! (1000pc) à 2 rues du parc Lafontaine,$1350.00,2058 Cartier H2K 4E8 Montreal QC,1,Unknown,Non,Limité
FURNISHED 1 BR – 3 ½ MEUBLÉ - Pointe-St-Charles,$1025.00,567 Sainte-madeleine H3K 2K7 Pointe-St-Charles QC,1,Unknown,Oui,Non
Plateau Sud Cachet ! (1000pc) à 2 rues du parc Lafontaine,$1350.00,2058 Cartier H2K 4E8 Montreal QC,1,Unknown,Non,Limité
Bright large 4½ Verdun $1250 / month (available Dec 1st),$1250.00, Verdun H4H 1X2 QC Canada,1,Unknown,Non,Non
Fully renovated 2-bedroom in Verdun (steps from Atwater Market),$1600.00,534 Rue Regina Verdun QC H4G 2H3 Canada,1,Unknown,Non,Oui
Plateau Mont-Royal 6 1/2 NEUF! MEUBLÉ / TOUT INCLUS 3 chambres,$2750.00,1555 Boulevard Saint-Joseph Est Montréal QC H2J 1M8 Canada,1,Unknown,Oui,Non
Furnished spacious room for sublet in the Lower Plateau,$655.00,3490 Avenue de l'Hôtel-de-Ville Montréal QC H2X 3B4 Canada,Unknown,Unknown,Oui,Unknown
Office Space For Rent,$Surdemande,5475 Rue Paré Mont-Royal QC H4P 1P7 Canada,Unknown,Unknown,Non,Unknown
Luminous 3 1/2 downtown MTL condo for rent - Jan 2020,$1500.00,440 Rue de la Gauchetière E #406 Montréal QC H2L 2M5 Canada,1,Unknown,Oui,Non
BEAUTIFUL 31/2 FOR RENT IN ROSEMOUNT,$695.00,6970 20e Av Montréal QC H2A 2J9 Canada,1,Unknown,Non,Non
Studio atelier à partager/ Studio workshop to share,$575.00,350 Rue de Louvain O Montréal QC H2N 2E8 Canada,Unknown,Unknown,Non,Unknown
3.5 sous location 6 mois de janvier à juin dates négociables,$1030.00,7005 Rue Fabre #2 Montréal QC H2E 2B1 Canada,1,Unknown,Oui,Non
SPACIOUS 2 BEDROOM CONDO WITH PRIVATE BALCONY/ROOFTOP TERRACE,$1750.00,9801 Cérès Pierrefonds QC H8Y 3L6 Canada,2,Unknown,Non,Limité
Nouveau Penthouse à louer-Vieux-Port Montréal-Ville-Marie,$3500.00,650 rue Wellington Montreal QC H3C 1T3,2,Unknown,Non,Non
Share a renovated 5 bedroom apt in the heart of the plateau,$700.00,4325 Rue Saint-Urbain Montréal QC H2W 1V6 Canada,Unknown,Unknown,Oui,Non
FURNISHED ALL INCLUDED NDG 1 to 4 months 5min to metro,$1450.00,5231 Avenue Jacques-Grenier Montréal QC H3W 2G8 Canada,1,2 chambres et coin détente,Oui,Non
BUREAU À SAINT LAUREANT MÉTRO CÔTE VERTU,$335.00,1622 Barré Saint Laurent QC H4L 4M8,Unknown,Unknown,Non,Unknown
downtown Centre Ville McGill condo 21/2 studio,$1450.00,1724 cedar montreal QC H3G 1A4,1,Unknown,Non,Non
Recherché :Cherche un logement 31/2 ou 41/2 TRÈS calme et non fumeur,$Surdemande,H2L 4E9 Canada,1,Unknown,Oui,Limité
4 1/2 Apartment for Rent DOWNTOWN,$1800.00,1922 Rue Tupper #3 Montréal QC H3H 1N5 Canada,1,Unknown,Non,Non
Appartement 4 1/2 a louer,$950.00,3165 Avenue de la Pépinière #1 Montréal QC H1N 2X8 Canada,1,Unknown,Non,Non
VISITE SUSPENDUE Le plus bel appartement de Verdun !!,$1175.00,H4H1M8 Canada,1,Unknown,Non,Limité
Penthouse à louer- Penthouse for rent (Près/near metro Namur),$1755.00,7407 Ave Mountain Sights Montréal QC H4P 1W7 Canada,1,2,Non,Oui
BEAUTIFUL RENOVATED APARTMENT - 4 1/2 - Plateau Mont-Royal,$2075.00,2113 Rue Saint-Timothée Montréal QC H2L 3P5 Canada,1,Unknown,Non,Non
Yoo Montreal - Griffintown 16th floor - Garage incl.,$2800.00,242 Young Montréal QC H3C 2E9,1,Unknown,Non,Non
Local commercial: 650 & 845 p.c. sur CDN pres Queen Mary,$Surdemande,5184-90 chemin de la Côte-des-Neiges Montréal QC H3T 1X8,Unknown,Unknown,Non,Unknown
GARAGE a louer 1200p.c. LIBRE CDN/J-Talon,$Surdemande,7136-48 chemin de la Côte-des-Neiges Montréal QC H3R 2L9,Unknown,Unknown,Non,Unknown
Local commercial: 1200 p.c. (+725p.c. ss-sol) Jean-Talon/CDN,$Surdemande,3726-40 rue Jean-Talon Ouest Montréal QC H3R 2G7,Unknown,Unknown,Non,Unknown
Local Commercial : 3800 p.c. (RdeC+Mezzanine+sous-sol),$Surdemande,5320-22 chemin Queen Mary Montréal QC H3X 1T7,Unknown,Unknown,Non,Unknown
Local Commercial : 1655 p.c. (RdeC + sous-sol),$Surdemande,7497-7499 St-Denis Montréal QC H2R 2E5,Unknown,Unknown,Non,Unknown
7½ RDC/jardin terrasse/garage/possibilité meublé/Rosemont,$2100.00,加拿大魁北克省蒙特利尔邮政编码: H1T 3Z6,2,Unknown,Non,Non
Très grande chambre dans 4 1/2 - Centre-Sud - Au mois 750$/mois,$750.00,Rue Ontario E Montréal QC H2L 1S2 Canada,Unknown,Unknown,Oui,Non
Recherché :A Japanese girl looking for a room to rent!!,$400.00, Montreal H2W 1S8 QC Canada,Unknown,Unknown,Oui,Unknown
4.5 à louer Iles des Soeurs/Nun's Island - 480 Abelard,$1019.00,480 Rue Abélard Verdun QC H3E 1B5 Canada,1,Unknown,Non,Oui
Chambre à louer (coloc) dans magnifique logement ensoleillé,$750.00,6330 Avenue Casgrain #3 Montréal QC H2S 2Z1 Canada,Unknown,Unknown,Oui,Unknown
Appartement À Louer Montreal,$Surdemande,H2Y3B2 Canada,1,Unknown,Non,Limité
Appartements à louer / Apartments for rent!,$790.00,1010 Rue de Salaberry Montréal QC H3L 1L3 Canada,1,Unknown,Non,Non
Superbe chambre à louer / Room for rent (Montreal downtown),$900.00,1280 Rue Saint-Jacques Montréal QC H3C 0G1 Canada,Unknown,Unknown,Oui,Non
4 1/2 SAINT LAURENT 2155 BILLERON (ALEXIS NIHON),$925.00,2155 BILLERON SAINT LAURENT QC H4R 1L5,1,Unknown,Non,Non
Furnished Condo For Rent - Hydro Internet Locker Included,$2200.00,Rue Rufus Rockhead Montréal QC H3J Canada,1,Unknown,Oui,Non
MAISON A LOUER/Montréal Est ( CHIEN /CHAT OK),$2000.00,4280 Rue Beaubien E Montréal QC H1T 1S6 Canada,2,Unknown,Non,Oui
Condo Appartements à louer-1 ch- Marche Atwater-Canal Lachine,$1750.00,5180 Rue Philippe-Lalonde Montréal QC H4C 0B2,1,Unknown,Non,Non
Downtown Studio fully furnished available immediately,$1490.00,441 Avenue du Président-Kennedy Montréal QC H3A 0A4 Canada,1,Unknown,Oui,Non
Magnifique 3 1/2 neuf au coeur du quartier Rosemont,$1050.00,5300 rue Molson Montréal QC H1Y 3B5,1,Unknown,Non,Oui
Magnifique 4 1/2 neuf au coeur du quartier Rosemont,$1560.00,5300 rue Molson Montréal QC H1Y 3B5,1,Unknown,Non,Oui
Condo near Namur Metro,$1600.00,7525 Ave Mountain Sights Montréal QC H4P 1W7 Canada,1,Unknown,Non,Non
Espace de Bureau 3000pi.ca À LOUER ! Métro + Stationnements,$Surdemande,Montréal QC H2L4G3 Canada,Unknown,Unknown,Non,Unknown
Recherché :Recherche Chambre a Louer Plateau mon royal 500$,$500.00,3535 Rue Saint-Denis Montréal QC H2X 3P1 Canada,Unknown,Unknown,Oui,Non
Coeur du Vieux-Montréal - À louer // Heart of Old-Montreal - For,$Surdemande,84 Rue Notre-Dame Ouest Montréal QC H2Y 1S6 Canada,Unknown,Unknown,Oui,Unknown
DOWNTOWN VERDUN-FULL RENO--OPEN HOUSE FRI. NOV 15,$1100.00,4446 Rue Wellington Verdun QC H4G 1W5 Canada,1,Unknown,Non,Limité
Place des arts 3.5 with parking for rent BestPrice in the area,$1650.00,275 Rue Notre-Dame Est Montréal QC H2Y 1C6 Canada,1,Unknown,Oui,Limité
MILE-EX**METRO DU PARC**BEAU 3.5 LUMINEUX À LOUER**1er DEC,$1100.00,7140 Av du Parc Montréal QC H3N 1W9 Canada,1,Unknown,Non,Limité
Recherché :chaises et locale à louer,$Surdemande,12541 Avenue Fernand-Gauthier Montréal QC H1E 2X2 Canada,Unknown,Unknown,Non,Unknown
3 1/2 PLATEAU MONT-ROYAL - RENOVÉ - LIBRE MAINTENANT,$1095.00,1954 Rue Gilford Montréal QC H2H 1G9 Canada,1,Unknown,Non,Limité
6½ nouvelle construction près de tous les services sur Ontario,$1995.00,2140 Rue de Chambly Montréal QC H1W 3J4 Canada,1,Unknown,Non,Non
Beautiful 2 bedroom apartment in the plateau,$2100.00,4600 Rue Berri Montréal QC H2J 2R3 Canada,1,2,Oui,Non
SUBLET. Plateau - Unique. Very Large Apartment w/ 3 Queen Beds,$2490.00,3811 Rue Saint-Dominique Montréal QC H2W 2A2 Canada,1,3,Oui,Non
PARKING AVAILABLE - Tours des Canadiens 1,$Surdemande,1288 Avenue des Canadiens-de-Montréal #1288 Montréal QC H3C 1B3 Canada,Unknown,Unknown,Unknown,Unknown
Newly Renovated 2Bed Steps away from Atwater Market,$1600.00,960 Rue du Collège Montréal QC H4C 2S2 Canada,1,Unknown,Non,Oui
Chambre à louer,$950.00,3642 Boul St-Laurent Montréal QC H2X 2V4 Canada,Unknown,Unknown,Oui,Oui
URGENT : 4 1/2 à louer à Griffintown disponible 1er Décembre,$1900.00,1140 Rue Wellington Montréal QC H3C 1V8 Canada,1,Unknown,Non,Oui
Beautiful ap4 1/2 with 2 closed bedrooms view to Maisoneuve park,$1300.00,4765 Boulevard Rosemont Montréal QC H1T 2E4 Canada,1,2,Oui,Non
